trial_id,dataset,value,dim_factor,metric,learn_rate,reg_factor,reg_bias,omega,xT,xC,tau_mode,with_bias,with_outcome,only_treated,CPrec_10,CPrec_100,CDCG_100,CDCG
0,CO,0.8234588286024429,235,upper_bound_log,0.0030395587637427543,4.112458249364702e-05,0.0008708532833708935,0.15853607490656543,0.02924182553024437,0.04021453932902091,ips,False,True,False,0.014724989172802079,0.012763100909484626,0.2740759782145541,0.8234588286024429
1,CO,0.730917181496152,192,upper_bound_log,0.0003214783712581182,0.0007051795465049052,0.00024358671046068863,0.05581653182187427,0.018127583391517904,0.05563375886150182,ips,False,True,False,0.0067128627111303595,0.006812472932005197,0.13677865994427643,0.730917181496152
2,CO,0.824690956120223,110,upper_bound_log,0.00865980187700578,0.00017438884817667038,0.0003783014707054574,0.12173728068439757,0.010409455468664794,0.054538135190919115,ips,True,True,False,0.014421827631009096,0.012685145084452143,0.2716831758709558,0.824690956120223
3,CO,0.8192217989226942,197,upper_bound_hinge,0.007004588800482603,0.0017848677373047954,0.0008116821661648364,0.16330473871163237,0.049965986695885124,0.04536136792620684,ips,False,True,False,0.012559549588566478,0.013854482459939367,0.2868900728758135,0.8192217989226942
4,CO,0.761119544990395,163,upper_bound_sigmoid,0.003373896874384757,1.5189167062461153e-05,0.00018296651687473307,0.18681630977068336,0.04806128760382837,0.0544692139652018,ips,False,True,False,0.01411866608921611,0.008527501082719793,0.20203925465411743,0.761119544990395
5,CO,0.8138319324567841,163,upper_bound_hinge,0.02470407931154733,0.00017822643733954245,0.0008862518468988994,0.1536855378720068,0.034068671641878524,0.004847323074154185,ips,False,True,False,0.013815504547423127,0.012260718925941966,0.259592300947689,0.8138319324567841
6,CO,0.8300815080846135,133,upper_bound_log,0.015574286558818887,0.00020556961497336106,1.576738327751709e-05,0.09080418132762201,0.032789090181128265,0.04246152666531566,ips,True,True,False,0.015721091381550454,0.013300129926375054,0.2872106382523232,0.8300815080846135
7,CO,0.8094240438753811,97,upper_bound_hinge,0.020471010875679808,0.0007340171886809266,0.000650897779070336,0.1760176147926762,0.029618706111420007,0.016875789786727602,ips,False,True,False,0.013555651797314855,0.01115634473798181,0.23996976295853262,0.8094240438753811
8,CO,0.8203751808212592,100,upper_bound_hinge,0.028295476759062903,9.460245164927764e-05,1.8592088720864647e-05,0.04250115569130304,0.0563300909664516,0.05463062457969752,ips,False,True,False,0.013902122130792552,0.011502815071459506,0.2549771362592561,0.8203751808212592
9,CO,0.7557177154380662,199,upper_bound_sigmoid,0.012873596181253067,5.430000999717055e-05,0.0007606750792295896,0.018826076846139128,0.03685122496024844,0.02695064079732417,ips,False,True,False,0.010870506712862712,0.010294499783456042,0.2128450359324058,0.7557177154380662
10,CO,0.7989202550575825,134,upper_bound_log,0.0006716650245438639,0.003995040150077434,1.0248676277087437e-05,0.09105903884824533,0.04142064495073435,0.03134766325981686,ips,True,True,False,0.010004330879168471,0.011113035946297098,0.2272150678384409,0.7989202550575825
11,CO,0.8182298015361611,126,upper_bound_log,0.008139773595742202,0.0003701360240357429,5.766384636273416e-05,0.11481003807605981,0.01380158234402477,0.042351879708946265,ips,True,True,False,0.013555651797314855,0.013841489822433954,0.2834686683414809,0.8182298015361611
12,CO,0.8178133288286524,80,upper_bound_log,0.00894567503214443,0.0002069235219352398,4.982856400573762e-05,0.10973271951083267,0.019554232300000456,0.04677594801011901,ips,True,True,False,0.012516240796881767,0.013365093113902122,0.27456557497010137,0.8178133288286524
13,CO,0.8368884348986743,118,upper_bound_log,0.005247679841955484,0.00010152324433700629,0.0002588483524790195,0.08041725158059793,0.0100112328232449,0.05989088189677264,ips,True,True,False,0.018146383715894325,0.013118233001299264,0.2899301878590205,0.8368884348986743
14,CO,0.8213728994079266,137,upper_bound_log,0.0013209338643855775,2.1377296958948234e-05,0.00010595574531639368,0.08736444160399029,0.023612586269288523,0.03317071923846978,ips,True,True,False,0.013209181463837158,0.012412299696838458,0.26601145325039977,0.8213728994079266
15,CO,0.8425663023814457,148,upper_bound_log,0.004981360775221106,7.409987145418584e-05,3.0645637800835755e-05,0.06696693156001313,0.0239510908104762,0.01899591337729256,ips,True,True,False,0.015071459506279776,0.013542659159809442,0.3021569693485648,0.8425663023814457
16,CO,0.7616151153856213,163,upper_bound_sigmoid,0.0015975109460396601,6.587295438537044e-05,3.663692273078609e-05,0.062251492984621494,0.022244147069323844,0.018020235716031844,ips,True,True,False,0.012732784755305327,0.008202685145084453,0.19882135913355017,0.7616151153856213
17,CO,0.8512277978165647,242,upper_bound_log,0.004506924199597674,2.7296571766845242e-05,0.00012132541005325824,0.012391481172039961,0.013610963095043338,0.003128490034013408,ips,True,True,False,0.02061498484192291,0.014053702901689042,0.3163880933435375,0.8512277978165647
18,CO,0.8376870722490924,255,upper_bound_log,0.0018760109406575503,2.9046270966830523e-05,0.00010669149153579538,0.012531187783351584,0.02590229601180088,0.0014969270235359869,ips,True,True,False,0.020311823300129928,0.012139454309224773,0.27760692742693904,0.8376870722490924
19,CO,0.77666810550758,225,upper_bound_sigmoid,0.004487419046577421,1.8173351635460238e-05,2.4737079006551393e-05,0.03297570826507268,0.016040433736453336,0.00978830133478521,ips,True,True,False,0.012906019922044175,0.009839757470766566,0.22869082990392176,0.77666810550758
20,CO,0.8206906937188352,181,upper_bound_log,0.0008123361981610296,1.1611876308831588e-05,7.190918498810572e-05,0.06477939342010075,0.02685244845438462,0.01811536323856327,ips,True,True,False,0.013122563880467735,0.011801645734084019,0.2585039478743934,0.8206906937188352
