trial_id,dataset,value,dim_factor,metric,learn_rate,reg_factor,reg_bias,omega,xT,xC,tau_mode,with_bias,with_outcome,only_treated,CPrec_10,CPrec_100,CDCG_100,CDCG
0,CO,1.1411005659039426,238,upper_bound_log,0.0023932638946346594,0.00044774993116525173,1.0128250558715796e-05,0.03276956777442823,0.050826223065928974,0.013194958913804358,ips,True,True,False,0.07752273711563447,0.021009094846253788,0.6967783403673438,1.1411005659039426
1,CO,1.0039014690291208,197,upper_bound_hinge,0.013162543494470692,0.0006449957674639542,0.00017157609217083138,0.18349634156214806,0.01490630078836125,0.023802166824949293,ips,True,True,False,0.05062797747942832,0.01717626678215678,0.5170934647864676,1.0039014690291208
2,CO,1.020455679306646,100,upper_bound_log,0.002279877873217056,6.850461193750256e-05,0.00031095490526564994,0.07152111305207766,0.032524032874740885,0.028113975972307186,ips,False,True,False,0.05448245993936769,0.018536162841056733,0.54931230349317,1.020455679306646
3,CO,1.0177267938943007,253,upper_bound_log,0.014001313005517883,1.3648997825188246e-05,0.00020936342000325666,0.11034803991962398,0.012655415474091049,0.0024742268350726416,ips,True,True,False,0.056907752273711566,0.018514508445214378,0.5479113696265113,1.0177267938943007
4,CO,0.8273582851671221,247,upper_bound_sigmoid,0.003982783837875103,3.622462849371798e-05,0.0001222151119426516,0.16481431015256345,0.047036300267189884,0.0016507245771416523,ips,True,True,False,0.02927674317886531,0.010160242529233435,0.2875301943852606,0.8273582851671221
5,CO,1.1422977413351054,99,upper_bound_hinge,0.0031515578546341873,0.0007625674294288841,0.0001362101186196376,0.011695746345271305,0.01689583039192551,0.03310346998298973,ips,True,True,False,0.07236899090515375,0.02263317453443049,0.7055067706947934,1.1422977413351054
6,CO,0.7474414299935377,115,upper_bound_sigmoid,0.01722445131469988,0.00041776643349739697,0.00010071270232972703,0.15504633844380758,0.057355183508085376,0.05216225881706738,ips,True,True,False,0.008575140753572975,0.008233001299263751,0.1762589362335924,0.7474414299935377
7,CO,0.758394145688651,140,upper_bound_hinge,0.0006400705466268573,0.00017257105728344716,0.00023880675683965425,0.09263962477681827,0.03232915704772919,0.004690809426446108,ips,True,True,False,0.00848852317020355,0.008471199653529667,0.17682825713497136,0.758394145688651
8,CO,0.9738525892094533,177,upper_bound_hinge,0.02361647373362703,0.0012420036007045573,6.16889449277615e-05,0.1318152907400379,0.049950635315187945,0.005157588825889199,ips,True,True,False,0.04105673451710697,0.01508878302295366,0.46300987569914903,0.9738525892094533
9,CO,0.8856902136706369,207,upper_bound_hinge,0.001981234191661001,3.296654541772591e-05,0.0001102930867710833,0.16410981982699366,0.029886167261937206,0.044327103391550535,ips,False,True,False,0.030922477262884364,0.01451277609354699,0.36655787267504253,0.8856902136706369
10,CO,0.7983052453170643,80,upper_bound_hinge,0.0004831946894488386,0.004830435120850068,0.0008337468190483923,0.013014122434976433,0.021790775039623813,0.04173013542394742,ips,False,True,False,0.020528367258553486,0.007132957990472066,0.21312671566184982,0.7983052453170643
11,CO,1.0525886396845632,143,upper_bound_log,0.005516160905686834,0.0021210586416047874,1.0094413865584233e-05,0.0138108446914973,0.04295871392695611,0.017120481290097474,ips,True,True,False,0.05153746210480727,0.02517106972715461,0.633587006645562,1.0525886396845632
12,CO,1.0292392913550363,223,upper_bound_log,0.0010904059882939948,0.00022306637773911287,3.07017169133458e-05,0.04047231832046794,0.05913198166059495,0.016888989602601788,ips,True,True,False,0.054049372022520574,0.014859246427024686,0.5164543912949533,1.0292392913550363
13,CO,1.1100874497447097,163,upper_bound_log,0.006312358261561523,0.0007269933492176662,1.0366430144921349e-05,0.051264750496980045,0.0245841559418327,0.036971130077400306,ips,True,True,False,0.07115634473798181,0.02162841056734517,0.674255668320709,1.1100874497447097
14,CO,0.6963993149341553,122,upper_bound_sigmoid,0.0014627562481167805,0.002312625060750381,3.690732974002791e-05,0.04764160522670498,0.042235569005576054,0.016286492366744624,ips,False,True,False,0.0045474231268947595,0.0035946297098310956,0.07919185382470714,0.6963993149341553
15,CO,0.7562182317578474,224,upper_bound_hinge,0.0003002146696290142,0.00014707965213694586,0.0005361599716647634,0.027471408822547217,0.03835025300334154,0.05982586545075091,ips,True,True,False,0.011216977046340407,0.007730619315721091,0.17414135573129674,0.7562182317578474
16,CO,1.083114260996548,169,upper_bound_log,0.00791086994274537,0.0004764163737019058,2.0652975436714154e-05,0.06909792551046551,0.05156137945397522,0.03585984655186392,ips,True,True,False,0.06608921611087051,0.02129493287137289,0.646748434515321,1.083114260996548
17,CO,1.0300420011855302,190,upper_bound_hinge,0.0037033394279389936,0.0012704744223628363,5.1420571441038374e-05,0.07038947354936151,0.018079728011592727,0.02278638448406256,ips,True,True,False,0.055695106106539626,0.02216110870506713,0.6039317816916654,1.0300420011855302
18,CO,0.9857676155247246,149,upper_bound_log,0.001151865535664413,9.3338771142261e-05,1.9557218064697693e-05,0.030589575675704677,0.02661173859639573,0.013165814146566,ips,False,True,False,0.04703334776959723,0.012880034647033347,0.4555017079151097,0.9857676155247246
19,CO,0.7841869928179586,81,upper_bound_sigmoid,0.0027321355787991125,0.0004145573482362424,6.946820864358619e-05,0.10152375944066289,0.0105328559458218,0.03491892477475339,ips,True,True,False,0.014421827631009096,0.010952793417063664,0.25179876020208114,0.7841869928179586
20,CO,0.9279142359914369,227,upper_bound_hinge,0.0007595213467288806,0.004621696212738969,0.00037223781012080543,0.055291736786422935,0.0371586028508211,0.009583148324572334,ips,True,True,False,0.04105673451710697,0.012299696838458206,0.3867684999370671,0.9279142359914369
